,question,answer,query_duration,answer_present,average_precision
16715,where does the chuck roast come from on a cow,shoulder bones,9,1,1.0
16716,when is the next version of office coming out,in the second half of 2018,35,0,0.0
16717,the process of instruments presented by a bank for clearing is called,clearing house,16,0,0.0
16718,what is the function of modal auxiliary verbs in english,"to indicate modality -- that is : likelihood , ability , permission and obligation",13,1,0.5
16719,how long to put on sra from a1c,"after 36 months time in service ( TIS ) and 20 months time in grade ( TIG ) , or 28 months TIG , whichever occurs first",7,1,1.0
16720,who is luke morgan married to in hollyoaks,Scarlett Morgan,4,1,1.0
16721,who played suzanne on orange is the new black,Uzoamaka Nwanneka `` Uzo '' Aduba,7,0,0.0
16722,what do you call a female time lord,`` Missy '',13,1,1.0
16723,who did lincoln play in home and away,Geoff Campbell,7,0,0.0
16724,who does kate from lost end up with,Jack,24,1,1.0
16725,who does the voice of diego in go diego go,Brandon Zambrano,12,1,1.0
16726,who does the voice of diego in go diego go,Jake T. Austin,7,1,1.0
16727,who does the voice of diego in go diego go,Matt Hunter,10,1,1.0
16728,when was school games federation of india formed,31 January 2018,10,1,1.0
16729,the concept of elastic rebound was developed to explain this earthquake,the great 1906 San Francisco earthquake,12,1,1.0
16730,what was the first american college to become co-educational,"Oberlin Collegiate Institute in Oberlin , Ohio",23,1,1.0
16731,who becomes president if the president elect dies before taking office,vice president - elect becomes president,10,1,0.5
16732,who owns the rights to pride and prejudice,Thomas Egerton,3,1,1.0
16733,who gives the first opening statement in a trial,plaintiff in a civil case,8,1,1.0
16734,who gives the first opening statement in a trial,the prosecution in a criminal case,9,1,1.0
16735,what is the river that runs through nashville tn,Cumberland River,5,1,0.5
16736,who was the author of the pamphlet called what is the third estate,French thinker and clergyman Abbé Emmanuel Joseph Sieyès,24,1,1.0
16737,in the episode homer alone where is marge sent for a weekend break,Rancho Relaxo,9,1,1.0
16738,who wrote the hymn lord of all hopefulness,Jan Struther,11,1,1.0
16739,where are the most lighthouses in the united states,Michigan,5,1,0.8333333333333333
16740,what is the dog in i am legend,German Shepherd,5,1,0.5
16741,who plays the russian in marvel agents of shield,Zach McGowan,4,0,0.0
16742,who has the power to launch nuclear weapons in the us,Only the President,10,0,0.0
16743,word for animals awake at dawn and dusk,Crepuscular,4,0,0.0
16744,what group of voters does the aarp generally support,Middle - class,17,1,1.0
16745,which social policy issue did the new deal address,reform of the financial system to prevent a repeat depression,15,1,0.5
16746,which social policy issue did the new deal address,relief for the unemployed and poor,14,1,0.5
16747,which social policy issue did the new deal address,recovery of the economy back to normal levels,15,1,0.5
16748,what are the five crown in the bible,Crown of Exultation,4,1,1.0
16749,what are the five crown in the bible,Crown of Life,12,1,1.0
16750,what are the five crown in the bible,Incorruptible Crown,11,1,1.0
16751,what are the five crown in the bible,Crown of Righteousness,7,1,1.0
16752,what are the five crown in the bible,Crown of Glory,9,1,1.0
16753,where is chimney rock located in north carolina,"Rutherford County , North Carolina , United States",5,1,1.0
16754,when did bryan adams song heaven come out,1983,7,1,1.0
16755,what does a county commissioner do in texas,"sometimes also responsible for solid waste collection , parks and other services within the precinct",8,1,0.3333333333333333
16756,what does a county commissioner do in texas,serving as voting members of the court,26,1,0.3333333333333333
16757,what does a county commissioner do in texas,overseeing county roads and bridges within their precinct,5,1,0.3333333333333333
16758,when was the last time france went to the world cup finals,2018,10,1,0.5833333333333333
16759,who starred in the movie the blind side,Quinton Aaron,10,1,1.0
16760,who did the rams beat in the superbowl,Tennessee Titans,11,1,0.5833333333333333
16761,what is the name of istanbul international airport,Sabiha Gökçen International Airport,25,1,1.0
16762,what is the name of istanbul international airport,Istanbul Atatürk Airport,11,1,1.0
16763,where is the area code 951 coming from,California,12,1,1.0
16764,who is the winner in rising star season 2,Hemant Brijwasi,8,1,1.0
16765,who sang whose bed have your boots been under,Shania Twain,9,1,1.0
16766,who sang dont give up on us baby,David Soul,6,0,0.0
16767,who plays hunter's grandmother on home and away,Caroline Gillmer,6,1,0.5
16768,what is the acceptable level of turbidity in drinking water,should not be more than 5 NTU,13,1,1.0
16769,who did the dallas cowboys lose to in the playoffs,the Green Bay Packers,19,1,1.0
16770,who does the voice of o'malley in aristocats,Wonga Philip Harris,9,0,0.0
16771,where do the vice president of the united states live,Number One Observatory Circle,13,1,0.5
16772,where is the primary somatosensory cortex located and what is its function,it receives the bulk of the thalamocortical projections from the sensory input fields,7,1,1.0
16773,where is the primary somatosensory cortex located and what is its function,postcentral gyrus,9,1,1.0
16774,when was walter payton inducted into hall of fame,1993,4,1,0.8333333333333333
16775,when was the last time the government did not approve a budget,"October 1 to October 17 , 2013",11,0,0.0
16776,programming language prescribed to be used on iot device nodemcu is,Lua,8,1,1.0
16777,where must an object be located for a converging lens to produce a real image,further away from the mirror / lens than the focal point,18,1,1.0
16778,what does garth brooks song the dance mean,"a double meaning - both as a love song about the end of a passionate relationship , and a story of someone dying because of something he believes in , after a moment of glory",10,0,0.0
16779,what does the d stand for in old money,denarius,8,0,0.0
16780,when did knuck if you buck come out,"May 29 , 2004",6,1,1.0
16781,what was the first year of the datsun 280z,the 1975 model year,17,1,1.0
16782,what does bacs stand for in banking terms,"Bacs Payment Schemes Limited ( Bacs ) , formerly known as Bankers ' Automated Clearing Services",8,1,1.0
16783,the value of pressure represented by 1 mm of hg,133.322 387 415 pascals,9,0,0.0
16784,who coined the phrase bikini for the two piece swimsuit design in 1946,Louis Réard,13,1,1.0
16785,laws that make something illegal without allowing a trial,Civil forfeiture,13,0,0.0
16786,how did will smith lose his arm in irobot,car crash,20,0,0.0
16787,who ends up with donna on that 70s show,Eric,8,1,1.0
16788,where is the great wave off kanagawa located,"the present - day city of Yokohama , Kanagawa Prefecture",5,1,1.0
16789,how many ribs in a whole standing rib roast,two to seven,7,1,1.0
16790,what happened to the bus driver in the humboldt crash,died in the collision,9,1,1.0
16791,where was the french and indian war fought at,"along the frontiers between New France and the British colonies , from Virginia in the south to Newfoundland in the north",6,1,1.0
16792,how many pokemon are there in the johto region,100,7,1,0.5833333333333333
16793,largest cricket stadium in the india by boundary,Vidarbha Cricket Association Stadium,12,1,0.5
16794,who won the last hot dog eating contest,Joey Chestnut,11,1,1.0
16795,what does ghz measure in relation to sound,frequency,11,1,1.0
16796,who was the first lulu on general hospital,Julie Marie Berman,15,1,0.5
16797,when was how to train your dragon 2 released,2014,17,1,1.0
16798,who sings let it rain down on me,Phil Collins,6,0,0.0
16799,who did the voice of george in rainbow,Roy Skelton,8,1,1.0
16800,who is the only bowler who have taken hat trick in both innings of test match,Jimmy Matthews,11,1,1.0
16801,where do catherine and edgar live in wuthering heights,Thrushcross Grange,4,1,0.8333333333333333
16802,who won the toss in 1983 world cup final,West Indies,36,1,1.0
16803,what year did atlanta become the capital of georgia,1868,13,1,1.0
16804,who won the last season of masterchef canada,Trevor Connie,5,1,0.5
16805,who is joy from my name is earl,Jaime Elizabeth Pressly,11,0,0.0
16806,scooby doo what kind of dog is he,Great Dane,5,1,1.0
16807,what is the french phrase for painting done out of doors,En plein air,9,0,0.0
16808,where did the pilgrims sail from in 1620,"Plymouth , England",10,1,0.3333333333333333
16809,how many languages is the book of mormon translated into,110,9,1,0.8333333333333333
16810,who choreographed the dance piece called a wedding bouquet,Sir Frederick William Mallandaine Ashton,9,0,0.0
16811,who was the song think of laura written about,Luke and Laura,9,1,1.0
16812,which aspect of the roman catholic church established in the 300s remains today quizlet,The doctrine of the Trinity,12,0,0.0
16813,who does the voice of ursula in the little mermaid,Patricia Ann Carroll,20,0,0.0
16814,what is a seller of purple in the bible,merchant of purple cloth,4,0,0.0
16815,what was the original name of the mgm lion,Leo the Lion,12,1,1.0
16816,who does the voiceover on how it's made,Anthony `` Tony '' Hirst,6,0,0.0
16817,when did call of duty modern warfare remastered come out,"November 4 , 2016",11,1,1.0
16818,where would you most likely see contour plowing,across a slope,7,1,1.0
16819,what football team did al bundy play for,university,12,1,0.8333333333333333
16820,what football team did al bundy play for,the Polk High School,17,1,1.0
16821,what season did derek shepherd die in grey's anatomy,tenth,5,1,1.0
16822,who was the first guitarist to use a wah wah pedal,Del Casher,10,1,1.0
16823,where was the initial german offensive on world war i western front stopped in september 1914,First Battle of the Marne,25,1,0.8333333333333333
16824,what is 3 part schema in software architecture,an approach to building information systems and systems information management,15,1,1.0
16825,what kind of bridge is the mackinac bridge,suspension bridge,4,1,1.0
16826,what was the circumference of the walls of jericho,"as much as 600 metres ( 2,000 ft )",11,1,1.0
16827,who won us open women's singles 2017,Sloane Stephens,19,1,1.0
16828,what does christine from simply nailogical do for a living,crime and health statistics analyst,7,1,1.0
16829,when do you use the term deviation in sociology,"an action or behavior that violates social norms , including a formally enacted rule ( e.g. , crime ) , as well as informal violations of social norms ( e.g. , rejecting folkways and mores )",15,1,1.0
16830,where does us highway 11 start and end,"at the Rouses Point - Lacolle 223 Border Crossing in Rouses Point , New York",15,1,1.0
16831,where does us highway 11 start and end,"at U.S. Route 90 in the Bayou Sauvage National Wildlife Refuge in eastern New Orleans , Louisiana",7,1,1.0
16832,what might change the resources that an economy has available over time,technology,26,1,1.0
16833,which type of gland secretes its product directly into the bloodstream,endocrine glands,22,1,1.0
16834,who is the head coach of the baltimore ravens,John W. Harbaugh,3,0,0.0
16835,how many episodes are there in ghost whisperer,107,5,1,0.5
16836,sc st population in india as per 2011 census,"8.6 % ,",5,0,0.0
16837,sc st population in india as per 2011 census,16.6 %,5,0,0.0
16838,how many season of the shannara chronicles are there,two seasons,6,1,1.0
16839,where is a worm and wheel gear used,gearbox,6,1,1.0
16840,where do copied items come from in word,The clipboard,7,1,0.5
16841,how long do spacers have to stay in,one to two weeks,11,1,1.0
16842,who did the cherokee side with in the revolutionary war,Kingdom of Great Britain,8,1,1.0
16843,who was credited with the golden age of athens,Pericles,5,1,1.0
16844,states with highest number of professor in nigeria,Ekiti,6,0,0.0
16845,what is the meaning of masha allah in urdu,God has willed,14,1,1.0
16846,when was the last time someone died in a school fire,"December 1 , 1958",9,1,1.0
16847,how many episodes in the first season of anne with an e,seven,12,1,1.0
16848,where was the man with the withered hand healed,the synagogue,11,1,1.0
16849,where was the movie adventures in babysitting filmed,Los Angeles,5,1,0.5
16850,where was the movie adventures in babysitting filmed,Toronto,5,1,0.5
16851,where was the movie adventures in babysitting filmed,Chicago,8,1,0.5
16852,who wrote the song tequila by dan and shay,Dan Smyers,11,1,1.0
16853,who wrote the song tequila by dan and shay,Nicolle Galyon,3,1,1.0
16854,who wrote the song tequila by dan and shay,Jordan Reynolds,18,1,1.0
16855,what island do greece and turkey fight over,Aegean islands,20,1,1.0
16856,who founded the red cross to relieve the suffering of the war wounded,Henry Dunant,14,1,0.5
16857,who played renee on days of our lives,Philece Sampler,14,1,1.0
16858,who does the voice of ray on archer,Adam Reed,11,1,1.0
16859,who was the little boy in road warrior,Emil Minty,18,0,0.0
16860,who played lola in the movie damn yankees,Gwen Verdon,8,1,1.0
16861,where does the himalayan pink salt come from,"the Khewra Salt Mine in Khewra , Jhelum District , Punjab , which is situated in the foothills of the Salt Range hill system in the Punjab province of the Pakistan Indo - Gangetic Plain",9,1,1.0
16862,who sang the song what becomes of the broken hearted,Jimmy Ruffin,9,0,0.0
16863,what is red hot chili peppers snow about,"surviving , starting fresh",6,0,0.0
16864,who becomes the president if the current president is impeached,Vice President,9,1,1.0
16865,when did russia first host the summer olympic,1980,10,1,1.0
16866,who sings why can't we live together,Timmy Thomas,6,1,1.0
16867,when does the third season of between come out,There has been no confirmation of a third season,15,0,0.0
16868,who is the most subscribed person on youtube 2017,PewDiePie,10,1,1.0
16869,when does season 13 of american dad start,"January 25 , 2016",11,1,1.0
16870,who is the winners of rising star season 2,Hemant Brijwasi,7,1,1.0
16871,what air force base is in del rio texas,Laughlin Air Force Base,17,1,1.0
16872,where does pot calling the kettle black come from,the Spanish novel Don Quixote,7,1,1.0
16873,who wrote it's kind of a funny story,Ned Vizzini,8,1,1.0
16874,when did season 7 of shameless come out,"October 2 , 2016",14,1,1.0
16875,when did the first season of america's next top model air,May to July 2003,12,0,0.0
16876,who played the eldest daughter in mrs. doubtfire,Lisa Jakub,6,0,0.0
16877,where can the oldest crust be found on the ocean floor,in the west Pacific and north - west Atlantic,5,1,1.0
16878,who won the most academy awards for best actor,Daniel Day - Lewis,13,1,1.0
16879,approximately how many chickens does a cafo (factory farm) house per building,"125 thousand broiler chickens , or 82 thousand laying hens or pullets",15,0,0.0
16880,who is hannah named after in the devil's arithmetic,Hannah ( when she was Chaya ),16,1,1.0
16881,who plays hyde on once upon a time,Samuel Stewart Witwer,28,0,0.0
16882,who is chief of defence staff in india,Lieutenant General Satish Dua,11,0,0.0
16883,who played the guitar solo on midnight at the oasis,Amos Garrett,7,1,1.0
16884,who wrote every little thing is gonna be alright,Bob Marley and the Wailers,22,0,0.0
16885,how long did it take for the mediterranean sea to fill,estimated to have been between several months and two years,9,0,0.0
16886,when was star wars the force awakens filmed,concluded in November 2014,6,1,1.0
16887,when was star wars the force awakens filmed,began in April 2014,12,1,1.0
16888,who wrote the song diamonds are a girl's best friend,Leo Robin,8,1,1.0
16889,who wrote the song diamonds are a girl's best friend,Jule Styne,12,1,1.0
16890,what is the pressure at the center of a hurricane,as much as 15 percent lower than the pressure outside the storm,8,0,0.0
16891,when was central air conditioning invented for homes,1950s,6,1,1.0
16892,what law allowed the us to claim uninhabited islands,The Guano Islands Act,10,1,0.3333333333333333
16893,who played the original lionel on the jeffersons,Evans,6,1,1.0
16894,who played april kepner on grey's anatomy,Sarah Drew,10,1,1.0
16895,what do we type into a search bar,query,9,1,0.5833333333333333
16896,who wrote the song on the road again,Willie Nelson,21,1,1.0
16897,how many gold medals did canada win in 2014,10,15,1,1.0
16898,who are the characters in how the grinch stole christmas,"Cindy Lou , a little Who girl ,",9,1,1.0
16899,who are the characters in how the grinch stole christmas,The Grinch,4,1,1.0
16900,who are the characters in how the grinch stole christmas,"dog , Max",9,1,1.0
16901,who are the characters in how the grinch stole christmas,the merry and warm - hearted Whos,11,1,1.0
16902,what does a sheriff do in south africa,function as the executive arm of the court,10,1,1.0
16903,where is the royal ascot horse race held,"Ascot , Berkshire , England",8,1,1.0
16904,breeder reactors would provide a renewable supply of fuel for,nuclear,8,1,1.0
16905,when did the first mini cooper s come out,1963,18,1,0.8333333333333333
16906,who says we'll leave the light on for you,Tom Bodett,16,0,0.0
16907,where does by the shores of silver lake take place,"De Smet , South Dakota",9,1,1.0
16908,who discovered the link between thalidomide and birth defects,Australian obstetrician William McBride and the German paediatrician Widukind Lenz,21,1,0.5
16909,the vertical groove in the upper lip is the,philtrum,4,1,1.0
16910,one of the purposes of the us judicial system is to ___,decide `` cases or controversies '',7,0,0.0
16911,when was the silver claret jug first presented at the open,1872,5,1,1.0
16912,what are the broad certainty requirements for the formation of a valid trust,"intention , subject matter and object",11,1,1.0
16913,what island in the bahamas do the pigs swim,Pig Beach,7,1,1.0
16914,what is meaning of selah in the bible word,not known,5,1,1.0
16915,how far is league city texas from houston texas,23 miles ( 37 km ),20,1,1.0
16916,what do you mean by reactive series of metal,"an empirical , calculated , and structurally analytical progression of a series of metals , arranged by their `` reactivity '' from highest to lowest",10,1,1.0
16917,how many letter are in the arabic alphabet,28,6,1,1.0
16918,who owns the 666 building in new york,Kushner Properties,16,1,1.0
16919,where is siargao island located in the philippines,in the Philippine Sea situated 800 kilometers southeast of Manila in the province of Surigao del Norte,5,1,1.0
16920,who did dionysus rescue from the island of naxos,Ariadne,19,1,1.0
16921,the solution of the missing neutrino problem from the sun's core was resolved by the discovery of,neutrinos had mass,12,1,1.0
16922,who was the king of france in 1306,Philip IV,9,1,1.0
16923,who won the amazing race asia season 5,Beauty queens Parul Shah and Maggie Wilson from the Philippines,9,1,1.0
16924,who canceled the production of a cradle will rock two days before opening night,The WPA,11,1,1.0
16925,who was the captain who died on deadliest catch,Phillip Charles `` Phil '' Harris,4,0,0.0
16926,who was involved in the 1938 day of mourning,non-Indigenous supporters,4,1,1.0
16927,who was involved in the 1938 day of mourning,Aboriginal people,7,1,1.0
16928,when does winter officially start in south africa,1 June,13,0,0.0
16929,who do you play as in dead rising 3,Nick Ramos,24,1,1.0
16930,who sang the original song king of the road,Roger Miller,25,1,1.0
16931,the names of the fairies in sleeping beauty,"Flora , Fauna , and Merryweather",10,1,0.5
16932,what elvis movie was return to sender in,Girls ! Girls ! Girls !,6,1,1.0
16933,how many seasons of quantum leap are there,five,10,1,1.0
16934,who is the lead singer of rage against machine,Zack de la Rocha,4,1,1.0
16935,who played ginny hopkirk in randall and hopkirk deceased,Annette Andre,3,1,1.0
16936,who was the kid in charlie chaplin movie,Jackie Coogan,5,1,0.5
16937,who won the most states in a presidential election,Ronald Reagan,8,1,1.0
16938,what is the length of a gibson les paul,24.75 in ( 628 mm ),4,0,0.0
16939,who played 99 in get smart the movie,Barbara Feldon,12,1,1.0
16940,what stage did brazil get to in the world cup 2006,quarter - finals,12,1,1.0
16941,who wrote the song once i was 7 years old,Lukas Graham,18,1,0.3333333333333333
16942,who sang the song valerie before amy winehouse,The Zutons,13,1,0.5
16943,how old was fabregas when he joined arsenal,16,10,1,0.5833333333333333
16944,who is responding to the state of the union,a representative ( or representatives ) of the opposition party following a presidential State of the Union address,15,0,0.0
16945,when did the oil and gas downturn start,In the middle of 2014,14,0,0.0
16946,where do you find the tallgrass prairie ecosystem,"the American Midwest and smaller portions of southern central Canada , from the transitional ecotones out of eastern North American forests , west to a climatic threshold based on precipitation and soils , to the southern reaches of the Flint Hills in Oklahoma , to a transition into forest in Manitoba",5,1,1.0
16947,what is the name of brazils national anthem,Brazilian National Anthem,9,1,1.0
16948,when does the 2017 nba awards come on,June 26,7,0,0.0
16949,when was calibri font made available for use,2007,11,1,0.8333333333333333
16950,who does the black baby on shameless belong to,Monica,14,1,1.0
16951,who does the black baby on shameless belong to,Frank,8,1,1.0
16952,who plays danny castellano on the mindy project,Chris Messina,15,1,1.0
16953,who sings for dan stevens in beauty and the beast,Dan Stevens,13,1,1.0
16954,what were the main objectives of the spanish in the new world,"to discover commodities with commercial applications - specifically , spices and medicines",9,1,1.0
16955,earth's surface features that form at divergent boundaries,rifts which eventually become rift valleys,7,1,1.0
16956,who played dr. smith in lost in space,Jonathan Harris ( born Jonathan Daniel Charasuchin,10,0,0.0
16957,when did spain win their first world cup,2010,10,1,1.0
16958,movie that won't be released for 100 years,100 Years,5,1,1.0
16959,who built the port city of berenice on the red sea,Ptolemy II Philadelphus,7,1,1.0
16960,when did they start using pvc pipe for plumbing,1940s,6,1,1.0
16961,when did the first spiderman cartoon come out,"September 9 , 1967",8,0,0.0
16962,what is equal to 8 memory locations called bits,8 - bit integers,7,1,1.0
16963,what is the next series after beyblade metal fury,Shogun Steel,15,1,1.0
16964,what fraction do you think the prefix centi represents,one hundredth,8,1,0.5
16965,who killed fergus in once upon a time,Arthur,13,1,0.5833333333333333
16966,what is slow motion by third eye blind about,about a student shooting a teacher 's son,10,1,1.0
16967,how many unesco world heritage sites in uk,31,16,1,1.0
16968,who played the young caine in kung fu,Radames Pera,10,1,1.0
16969,who gave the concept of flow chart for the first time,Frank and Lillian Gilbreth,27,0,0.0
16970,who wrote it's the end of the world,Sylvia Dee,9,0,0.0
16971,who wrote it's the end of the world,Arthur Kent,8,0,0.0
16972,what was the score of the 1958 world cup,5 -- 2,17,1,1.0
16973,where does lymph fluid drain in order to go back into the cardiovascular system,the subclavian veins,12,0,0.0
16974,when was hank aaron inducted into the hall of fame,"August 1 , 1982",4,1,1.0
16975,when did season 2 of rick and morty come out,"July 26 , 2015",25,1,1.0
16976,when did the cleveland browns move to baltimore,1995,11,1,1.0
16977,what type of dog is nigel from gardeners world,male Golden Retriever,12,1,1.0
16978,who sang the songs in mamma mia movie,film 's cast,4,1,0.5
16979,is fit for a king a christian band,"Christian metalcore band from Dallas , Texas",8,1,1.0
16980,who wrote the novel king solomon's mines,Sir H. Rider Haggard,19,1,1.0
16981,who was the first female medal of honor recipient,Mary Edwards Walker,8,1,0.8333333333333333
16982,what did leaders of the new culture movement of the late 1910s in china want to happen,"a new Chinese culture based on global and western standards , especially democracy and science",19,1,1.0
16983,who won the battle of somme on the first day,The Anglo - French armies,9,1,1.0
16984,family guy episode brian and stewie build a house,`` Peter 's Daughter '',7,0,0.0
16985,what can you be reincarnated as in hinduism,"another being in heaven , hell , or a living being on earth ( human , animal )",8,1,1.0
16986,what book of the bible is the flood in,Book of Genesis,19,1,0.3333333333333333
16987,who won season 1 america's next top model,Adrianne Curry,10,1,0.8333333333333333
16988,where does language come from in the brain,cerebral cortex,13,1,1.0
16989,who won season 10 of britain's got talent,magician Richard Jones,9,0,0.0
16990,what form of communication did ancient greece use,Koine,11,0,0.0
16991,what is the theme of the 2018 world radio day (wrd),the alliance of sport and radio as a force for civic participation and development as well as for celebrating humanity in its diversity,19,1,1.0
16992,the bolt ev uses what kind of motor to drive,200 hp ( 150 kW ) and 266 lb ⋅ ft ( 361 N ⋅ m ) Interior Permanent Magnet electric motor,13,1,1.0
16993,when was the birth control pill made available,in the 1960s,11,1,1.0
16994,who plays stefano on days of our lives,Joseph Peter Mascolo,8,0,0.0
16995,what term describes all the dna of a species,genome,18,1,1.0
16996,what is the prize america's got talent,"one million dollars , payable in a financial annuity over 40 years , and a chance to headline a show on the Las Vegas Strip",14,0,0.0
16997,what season of big brother was vanessa on,the 2015 season,7,1,0.3333333333333333
16998,types of houses that are built in kolkata,high - rise condominiums and apartment - buildings with modern amenities,4,0,0.0
16999,who won the new york times v united states,The New York Times,16,1,1.0
17000,where does it talk about mary magdalene in the bible,New Testament,13,1,0.8333333333333333
17001,when was the first form of government created,approximately 3000BCE,14,0,0.0
17002,when does the regular season start for nfl,"September 6 , 2018",14,0,0.0
17003,who was given the name israel in the bible,Jacob,6,1,1.0
17004,when was the last time macbook air was updated,"June 10 , 2013",5,1,1.0
17005,the portion of land that extends into the ocean is called the continental,continental shelves,5,1,1.0
17006,vanessa's fast talking friend on cosby show,a girl named Kara ( played by Elizabeth Narvaez ),12,1,0.5
17007,what plasma protein plays a large role in osmotic pressure regulation,Serum albumin,9,1,0.3333333333333333
17008,what is the meaning of khalsa in punjabi,`` the pure '',3,1,1.0
17009,the largest common language group among north american natives belong to the,Uto - Aztecan,27,0,0.0
17010,when did mamma mia first come out on broadway,"October 18 , 2001",15,1,1.0
17011,when did the movie harper valley pta come out,1978,7,1,1.0
17012,who played the voice of charlie on charlie's angels,John Forsythe,8,1,1.0
17013,who was the founder of kansas state university,the Kansas State Legislature,17,1,1.0
17014,who played the daughter in national lampoon's christmas vacation,Juliette Lewis,5,1,1.0
17015,who sings lay your head on my pillow,Tony ! Toni ! Toné !,9,1,1.0
17016,when was the last land rover defender made,29 January 2016,7,1,1.0
17017,who sang i want a hippo for christmas,Gayla Peevey,7,1,1.0
17018,this type of memory contains concepts meaning of words and facts,Autobiographical memory,14,0,0.0
17019,where is the southern most point in the us,"in Key West , Florida",22,0,0.0
17020,where does the material that forms beaches come from,coralline algae,10,1,1.0
17021,where does the material that forms beaches come from,rock,20,1,1.0
17022,where does the material that forms beaches come from,sand,24,1,0.8333333333333333
17023,where does the material that forms beaches come from,gravel,15,1,1.0
17024,where does the material that forms beaches come from,shingle,23,1,1.0
17025,where does the material that forms beaches come from,pebbles,25,1,1.0
17026,where does the material that forms beaches come from,cobblestones,19,1,1.0
17027,where does the material that forms beaches come from,mollusc shells,26,1,1.0
17028,where is paper currency made in the us,"Fort Worth , Texas",14,0,0.0
17029,where is paper currency made in the us,"Washington , DC",8,0,0.0
17030,who developed what is considered to be the industry standard for assessing and diagnosing sociopathy,Robert D. Hare,8,1,1.0
17031,when did the lg g6 phone come out,"February 26 , 2017",8,1,1.0
17032,who has won the most number of kerala state film award,Mohanlal,17,1,1.0
17033,who appoints the judge of the supreme court of india,the president,12,1,1.0
17034,where is bagram air force base located in afghanistan,"next to the ancient city of Bagram , 11 kilometres ( 6.8 mi ) southeast of Charikar in the Parwan Province",14,1,1.0
17035,why did burke leave yang at the altar,feeling he has forced her to change,4,1,0.3333333333333333
17036,which explorer traveled to the carolinas and oklahoma and found the mississippi river,Hernando de Soto,19,1,1.0
17037,where did the phrase breakfast of champions come from,the well - known slogan for Wheaties breakfast cereal,9,1,1.0
17038,what movie was the song return to innocence in,Disney 's live - action film Man of the House,4,1,1.0
17039,who played the banker in it's a wonderful life,Lionel Barrymore,7,1,1.0
17040,which state is the home to the longest beach in the united states,Washington,21,1,0.3333333333333333
17041,what are the 3 peaks in yorkshire called,Pen - y - ghent,10,1,1.0
17042,what are the 3 peaks in yorkshire called,Whernside,7,1,1.0
17043,what are the 3 peaks in yorkshire called,Ingleborough,5,1,1.0
17044,who played the lead role in black panther,Chadwick Boseman,5,1,0.8333333333333333
17045,who wrote i wonder where you are tonight,Keith Whitley,6,0,0.0
17046,what is the first book in the skulduggery pleasant series,Skulduggery Pleasant,21,1,1.0
17047,who wrote the music for the hunchback of notre dame,Stephen Schwartz,4,1,0.5833333333333333
17048,who wrote the music for the hunchback of notre dame,Alan Menken,4,1,0.5833333333333333
17049,what was the 1st animated movie from disney,Snow White and the Seven Dwarfs,16,1,0.5
17050,what is the name of hanuman's father,Kesari,8,0,0.0
17051,the only one who agrees to accompany everyman to death is,Good Deeds,10,1,1.0
17052,who plays dean's vampire friend on supernatural,Ty Olsson,6,0,0.0
17053,what are the components of the renal corpuscle,Bowman 's capsule,3,1,1.0
17054,what are the components of the renal corpuscle,glomerulus,5,1,1.0
17055,what is the movie dead poets society about,the story of an English teacher who inspires his students through his teaching of poetry,10,1,1.0
17056,who was the first black quarter back in nfl,Harris,15,0,0.0
17057,who plays mr selfridge in the hit series,Jeremy Piven,18,1,1.0
17058,what is the most practiced religion in south korea,Protestantism,8,1,0.8333333333333333
17059,who manages the south african government's finances,The National Treasury,10,1,0.8333333333333333
17060,who sings the song standing in the hall of fame,The Script,9,1,1.0
17061,when did call of duty 3 come out,2006,8,1,0.8333333333333333
17062,when is martyr s day observed at national level in india,30 January,17,1,1.0
17063,where was the truman show filmed in florida,Seaside,15,1,1.0
17064,who does johnny depp play in charlie and the chocolate factory,Willy Wonka,10,1,1.0
17065,is staten island in new jersey or new york,New York,7,1,1.0
17066,when did the palestinian and israeli conflict start,1948,7,1,1.0
17067,who lives in a house like this song,Neighbourhood,7,0,0.0
17068,what is the name of the ocean in cape town,the Atlantic Ocean,16,1,0.8333333333333333
17069,what did the chinese use oracle bones for,pyromancy,8,1,1.0
17070,what is the population of lake placid florida,"2,269",5,1,1.0
17071,who was the supreme court justice who was impeached,Samuel Chase,8,0,0.0
17072,what is the range of a tesla model x,237 -- 295 mi ( 381 -- 475 km ),4,1,1.0
17073,how many astronomers are there in the united states,"approximately 7,000",15,1,1.0
17074,who sang the songs in the helen morgan story,Gogi Grant,18,1,1.0
17075,in the little man computer the number of mail boxes are,"100 mailboxes ( memory ) , numbered 0 to 99",9,1,1.0
17076,what is the name of tirupati railway station,Tirupati railway station,4,1,1.0
17077,who played jimmy in high school musical 3,Matthew Prokop,8,0,0.0
17078,when was tin foil replaced by aluminum foil,after World War II,3,1,1.0
17079,what other kingdom claimed ownership of the northern islands of scotland,Pictish,7,1,0.5833333333333333
17080,when was the department of housing and urban development founded,1965,9,1,1.0
17081,the frsc was formally established by the act of parliament in,1988,8,1,0.3333333333333333
17082,who did new york choose on i love new york,Tailor Made,17,1,0.5833333333333333
17083,when did zody's go out of business,March 1986,6,0,0.0
17084,who developed staining method for differentiating between groups of bacteria,Hans Christian Gram,8,1,1.0
17085,where is parkhurst prison on the isle of wight,Parkhurst on the Isle of Wight,6,1,1.0
17086,who sang dedicated to the one i love,the Mamas & the Papas,10,1,1.0
17087,who sang dedicated to the one i love,the `` 5 '' Royales,15,1,1.0
