,question,answer,query_duration,answer_present,average_precision
21924,where did the bachelor winter games take place,"Manchester , Vermont",5,1,1.0
21925,what portion of the duodenum includes the duodenal bulb,"The first part , or superior part",8,1,1.0
21926,how much gold is there in the olympic gold medal,6 grams,3,1,1.0
21927,who won the presidential election in new york,Hillary Clinton,9,1,1.0
21928,who plays laurel on how to get away,Karla Olivares Souza,11,0,0.0
21929,who won the man booker prize for fiction of 2017,George Saunders,6,0,0.0
21930,what is the full form of p r i,Primary Rate Interface,20,0,0.0
21931,who plays abby on girlfriends guide to divorce,Lisa Edelstein,6,1,1.0
21932,where is the largest buddha statue in the world located,"at the confluence of the Min River and Dadu River in the southern part of Sichuan province in China , near the city of Leshan",5,1,1.0
21933,where was three billboards outside ebbing missouri film,"Sylva , North Carolina",19,1,1.0
21934,when did the minneapolis lakers move to la,prior to the 1961 season,13,0,0.0
21935,who plays cullen bohannon in hell on wheels,Anson Adams Mount IV,3,0,0.0
21936,what is the tallest volcano in hawaiian islands,Mauna Kea,6,1,1.0
21937,when did india won first world cup in cricket,1983,10,1,1.0
21938,who wins season 14 of hell's kitchen,"Executive chef Meghan Gill from Roanoke , Virginia",4,1,1.0
21939,marge we need more chocolate/vanilla/strawberry ice cream,"Homer J. Simpson , Episode 8F11",4,1,1.0
21940,electric wires are covered with rubber like material give reason,insulation,6,1,1.0
21941,when did the woody woodpecker movie come out,"February 6 , 2018",6,1,1.0
21942,who does the number one seed play in the nfl playoffs,"the worst surviving seed from the first round ( seed 4 , 5 or 6 )",23,1,1.0
21943,how long was the eiffel tower the tallest building in the world,41 years,5,1,1.0
21944,when was the poem we are going written,1964,6,0,0.0
21945,where do i get a section 21 notice,a landlord,5,1,1.0
21946,who has won the men's single title in the australian open tennis tournament 2018,Roger Federer,8,1,1.0
21947,who is the carver killer in nip tuck,Bruno Campos,3,1,1.0
21948,where does the forth and clyde canal start and finish,River Clyde at Bowling,8,1,1.0
21949,where does the forth and clyde canal start and finish,River Carron at Grangemouth,8,1,1.0
21950,what is a petitioner in a court case,"a person who pleads with governmental institution for a legal remedy or a redress of grievances , through use of a petition",4,1,1.0
21951,the part of the treaty of versailles that assigned blame for world war i to germany,Article 231,7,1,1.0
21952,what does the secretary of state do in the uk,in charge of a government department,10,0,0.0
21953,what is islands of adventure in orlando florida,a theme park,13,1,1.0
21954,what is the speed of the earth's orbit around the sun,30 km / s,5,0,0.0
21955,how many national schools in sri lanka 2016,342,13,0,0.0
21956,what is the vatican built on top of,Vatican Necropolis,4,1,1.0
21957,when did the first zoo in the world open,ca . 3500 BCE,36,1,1.0
21958,when did david coverdale play in deep purple,from 1973 to 1976,9,1,1.0
21959,when did the chernobyl power plant go offline,"June 17 , 2017",7,1,1.0
21960,where was the clash rock the casbah filmed,"Austin , Texas",8,1,1.0
21961,what kind of dog in fox and the hound,half - bloodhound,4,0,0.0
21962,who was the first person to master the art of printing polyphonic music,Ottaviano Petrucci,9,0,0.0
21963,where is mount elbrus located on a world map,"in the Caucasus Mountains in Southern Russia , near the border with Georgia .",5,1,1.0
21964,who is my next of kin if i am single,closest living blood relative or relatives,13,1,1.0
21965,what year did metallica black album come out,"August 12 , 1991",5,1,1.0
21966,who sings the song let me tell you about the birds and the bees,Jewel Akens,14,0,0.0
21967,who played jacks father on without a trace,Martin Landau,5,0,0.0
21968,who wrote the song amanda light of my life,Bob McDill,13,0,0.0
21969,who wrote the song all i have to offer you is me,A.L. `` Doodle '' Owens,32,1,1.0
21970,who wrote the song all i have to offer you is me,Dallas Frazier,17,1,1.0
21971,cyclon formed in bay of bengal may 2017,Cyclone Mora,5,0,0.0
21972,when did the playstation 4 pro come out,"on November 10 , 2016",5,1,1.0
21973,who gives national film fare award in india,the Indian government 's Directorate of Film Festivals,8,1,1.0
21974,where did the last name benitez come from,of Spanish origin,11,0,0.0
21975,the swedish vikings the varangians became known or assimilate with,Anglo - Saxons,2,1,1.0
21976,when did the seven years war take place,between 1756 and 1763,25,1,1.0
21977,who won the olympics men's figure skating,Yuzuru Hanyu,6,0,0.0
21978,who sang the song how do i get you alone,Celine Dion,20,0,0.0
21979,who sang the song how do i get you alone,Valerie Stevenson,32,0,0.0
21980,who sang the song how do i get you alone,John Stamos,8,0,0.0
21981,who sang the song how do i get you alone,Heart,13,1,1.0
21982,when was the first comprehensive school opened in england,after the Second World War,9,1,1.0
21983,where did message in a bottle take place,Outer Banks of North Carolina,10,0,0.0
21984,where did message in a bottle take place,Chicago,9,0,0.0
21985,where did message in a bottle take place,Cape Cod,6,0,0.0
21986,what is the main food of tamil nadu,lentils,10,0,0.0
21987,what is the main food of tamil nadu,Rice,11,1,1.0
21988,what is the main food of tamil nadu,legumes,8,0,0.0
21989,who played the doctor in madea's big happy family,Philip Anthony - Rodriguez,6,1,1.0
21990,what is the role of the secretary general of the un,CEO,5,1,1.0
21991,what is the role of the secretary general of the un,diplomat and advocate,4,1,1.0
21992,what is the role of the secretary general of the un,civil servant,3,1,1.0
21993,what is the purpose of a valve rotator,rotation of a passage or passages in a transverse plug regulates the flow of liquid or gas through the attached pipes,4,0,0.0
21994,who said and now the rest of the story,Paul Harvey,9,1,1.0
21995,who is the actor that plays jorah mormont,Iain Glen,4,1,1.0
21996,what does it mean that the genetic code is highly conserved,"has remained relatively unchanged far back up the phylogenetic tree , and hence far back in geological time",5,0,0.0
21997,branch of science that involves the classification of living things,Biology,9,1,1.0
21998,where does anthem of the seas sail from,"Cape Liberty in Bayonne , New Jersey",13,1,1.0
21999,where does anthem of the seas sail from,Southampton,8,1,1.0
22000,where is the soul mentioned in the bible,Genesis 2 : 7,11,1,1.0
22001,what is the name of georgia's bulldog,Uga,12,0,0.0
22002,when did skeleton get added to the olympics,2002,8,1,1.0
22003,who proposed the european coal and steel community,French foreign minister Robert Schuman,12,1,1.0
22004,who won most national award for best actor,Amitabh Bachchan,18,1,1.0
22005,when did the fire falls stop in yosemite,January 1968,7,1,1.0
22006,how did the mother in how i met your mother died,terminal illness in 2024,8,1,1.0
22007,who's the republican running for governor of florida,Ron DeSantis,4,0,0.0
22008,who starred in the movie angels in the outfield,Janet Leigh,7,1,1.0
22009,who starred in the movie angels in the outfield,Paul Douglas,5,1,1.0
22010,who is the youngest congressman in the us,Elise Stefanik,4,0,0.0
22011,when was on the good ship lollipop written,1934,8,1,1.0
22012,give an example of a musical work of each of the following composers debussy,Pelléas et Mélisande,12,1,1.0
22013,what is the distance around lake of the isles,2.86 miles,7,1,1.0
22014,what is the longest canal tunnel in uk,Huddersfield Narrow,3,0,0.0
22015,when was the movie the dark crystal made,1982,10,1,1.0
22016,what type of party system is there in china,single party,6,0,0.0
22017,where are the channel islands on a map,"in the English Channel , off the French coast of Normandy",8,1,1.0
22018,who sang the song respect before aretha franklin,American recording artist Otis Redding,8,0,0.0
22019,when can voluntary intoxication be used as a defense,"Where a crime requires a certain mental state ( mens rea ) to break the law , those under the influence of an intoxicating substance may be considered to have reduced liability for their actions",6,1,1.0
22020,who wrote what's so funny bout peace love and understanding,Nick Lowe,10,1,1.0
22021,why do nomadic herders move their livestock from place to place,to find fresh pastures on which to graze,7,0,0.0
22022,how many different flavors of fanta are there,over 90,4,0,0.0
22023,who won the eurovision song contest in 2016,"Ukraine with the song `` 1944 '' , written and performed by Jamala",5,1,1.0
22024,bsf is responsible for gardening on border of which country,India,6,1,1.0
22025,how many musk ox are there in the world,"between 80,000 and 125,000",15,0,0.0
22026,who sings leaning on the everlasting arms in true grit,Iris Luella DeMent,4,0,0.0
22027,where is the business district in hong kong,"in Central and Western District , on the north shore of Hong Kong Island , across Victoria Harbour from Tsim Sha Tsui , the southernmost point of Kowloon Peninsula",13,1,1.0
22028,when was ethnomethodology used for the first time,1954,6,1,1.0
22029,who voiced the black knight in family guy,Will Ferrell,6,0,0.0
22030,what geometric surface encloses the maximum volume with the minimum surface area,sphere,8,1,1.0
22031,the medullary canal is located within the center of a flat type bone,a long bone ( diaphysis ),8,1,1.0
22032,where was anne of green gables filmed 2016,"Milton , Ontario and Prince Edward Island",6,0,0.0
22033,what is the name of the highschool in riverdale,Riverdale High School,8,0,0.0
22034,what is the largest ethnic group in new york city,White Americans,10,0,0.0
22035,what radio station is the denver bronco game on,"KOA 850 AM , a 50,000 - watt station in Denver , Colorado owned by iHeartMedia",17,0,0.0
22036,who played the inspector on the orient express,Kenneth Branagh,9,0,0.0
22037,what does it mean to have a strong chin,a fighter with the ability to absorb blows to the chin or jaw without being struck unconscious,6,0,0.0
22038,from which body part did surpanakha derived her name,fingernails,9,0,0.0
22039,how did governor of texas get in a wheelchair,Abbott was paralyzed below waist - level when an oak tree fell on him while he was jogging following a storm .,4,0,0.0
22040,how high is colorado springs above sea level,1 mile ( 1.6 km ),11,1,1.0
22041,what are the creatures from the movie the descent,called a `` crawler '' in the credits,6,1,1.0
22042,where is 587 area code located in canada,Alberta,7,1,1.0
22043,who sings theme song to phineas and ferb,Bowling For Soup,10,1,1.0
22044,english philosopher for whom a razor was named,William of Ockham,4,1,1.0
22045,who was the captain of the cornelia marie,Phil Harris,3,1,1.0
22046,who started the chant i believe that we will win,Naval Academy Preparatory School,23,1,1.0
22047,who was the sultan of delhi when timir invaded,Nasir - ud - Din Mahmud Shah Tughluq of the Tughlaq Dynasty,10,0,0.0
22048,who sings country song everythings gonna be alright,Kenny Chesney,4,1,1.0
22049,who sings country song everythings gonna be alright,David Lee Murphy,7,1,1.0
22050,what's the name of he man's cat,Battle Cat,4,0,0.0
22051,when did the zulu arrive in south africa,the 9th century,7,1,1.0
22052,who played the black mamba in kill bill,Uma Thurman,13,0,0.0
22053,when was the pyramid added to the louvre,in 1989,4,1,1.0
22054,legal tender printed by the union during the civil war that was not backed by gold or silver,Greenbacks,9,1,1.0
22055,how many uk number ones has boyzone had,six,9,1,1.0
22056,washington dc is located between which two states,"Virginia ( on its southwest side ) and Maryland ( on its southeast , northeast , and northwest sides )",13,0,0.0
22057,what type of dog was pudsey on bgt,Chinese Crested powderpuff cross,5,1,1.0
22058,what type of dog was pudsey on bgt,Border Collie,7,1,1.0
22059,what type of dog was pudsey on bgt,Bichon Frise,5,1,1.0
22060,who played mary mae ward on general hospital,Rosalind Cash,5,1,1.0
22061,where do they store the new years eve ball,One Times Square,10,1,1.0
22062,when did the french settle in new orleans,1718,6,1,1.0
22063,when will silver line to dulles be finished,2018,16,1,1.0
22064,how long is the roosevelt bridge in stuart fl,approximately one mile,5,1,1.0
22065,who did much of the work in the fields and on the farms in jamestown,forced labor of slaves,14,0,0.0
22066,how many episodes in sense 8 season 1,12,14,1,1.0
22067,when did the beatles release their first song,5 October 1962,9,0,0.0
22068,who was the man who saved the world,Stanislav Petrov,3,1,1.0
22069,which state of us was once a french colony,Louisiana,8,1,1.0
22070,who played the elephant man in ripper street,Joseph Drake,10,0,0.0
22071,who wrote the song it's only make believe,Conway Twitty,6,1,1.0
22072,who wrote the song it's only make believe,Jack Nance,6,1,1.0
22073,who won the women's world curling championship,Canada 's Jennifer Jones,8,0,0.0
22074,where is hydrochloric acid found in the digestive system,stomach,5,1,1.0
22075,who is speaking in the sermon on the mount,Jesus,7,1,1.0
22076,where did the name seven pounds come from,"the title refers to Shakespeare 's The Merchant of Venice , in which a debtor must pay a pound of flesh",13,1,1.0
22077,who presented the first top of the pops,Jimmy Savile,8,1,1.0
22078,what was the magnitude of the earthquake happened in 1985 in mexico city,8.0,8,1,1.0
22079,who played the nuns in cannonball run 2,Shirley MacLaine,3,1,1.0
22080,who played the nuns in cannonball run 2,Marilu Henner,9,1,1.0
22081,where is the brancacci chapel (15.26) located,Florence,5,1,1.0
22082,where does the concept of karma come from,Taoism,12,1,1.0
22083,where does the concept of karma come from,ancient India,16,1,1.0
22084,where does the concept of karma come from,Hinduism,7,1,1.0
22085,where does the concept of karma come from,Buddhism,11,1,1.0
22086,where does the concept of karma come from,Jainism,5,1,1.0
22087,where does the concept of karma come from,Sikhism,8,1,1.0
22088,who signed the charter of rights and freedoms,Queen Elizabeth II of Canada,10,1,1.0
22089,who played the little boy in the movie the green berets,Craig Jue,12,1,1.0
22090,when did oppositional defiant disorder become a diagnosis,1980,8,1,1.0
22091,when did petite sophisticate go out of business,late 2005,9,0,0.0
22092,who played romeo on the steve harvey show,Merlin Santana,9,1,1.0
22093,where do they feed the birds in mary poppins,on the steps of St Paul 's Cathedral,4,1,1.0
22094,who determined that elements are defined by the number of protons present,atomic number,16,1,1.0
22095,where was the movie day of the outlaw filmed,Todd Lake Meadows,9,1,1.0
22096,where was the movie day of the outlaw filmed,Dutchman Flat,8,1,1.0
22097,who first described the continuous circulation of blood through the human body,William Harvey,11,1,1.0
22098,america's best dance crew season 6 winners,I.aM.mE,7,1,1.0
22099,the founder and the first of the ten gurus of sikhism is,Nanak,3,1,1.0
22100,name of actress in tere naal love ho gaya,Genelia D'Souza,7,1,1.0
22101,when does atlantis the lost empire take place,1914,19,1,1.0
22102,who sang moon river in the movie breakfast at tiffany,Audrey Hepburn,6,1,1.0
22103,when does the movie kissing booth come out,"May 11 , 2018",8,1,1.0
22104,who sings the song it's going to take a lot of love,Neil Young,19,0,0.0
22105,where is the ascending limb of the nephron loop,"downstream of the descending limb , after the sharp bend of the loop",3,1,1.0
22106,what was national louis university’s initial area of specialization,helped found the National Kindergarten Movement,7,0,0.0
22107,what was national louis university’s initial area of specialization,education,11,1,1.0
22108,where is the show republic of doyle filmed,"St. John 's , Newfoundland and Labrador",6,1,1.0
22109,who is the managing director of everest windows,Peter Mottershead,12,1,1.0
22110,when did the movie lake placid come out,1999,5,1,1.0
22111,when does the days of 47 parade start,"9 : 00 a.m. MDT on July 24 , the same day as Pioneer Day",11,1,1.0
22112,who is the goddess of love in egypt,Hathor,9,0,0.0
22113,who played max in wizards of waverly place,Jake Austin Szymanski,7,0,0.0
22114,sandy lives in one on sponge bob crossword,a bubble - like dome,5,0,0.0
22115,where did the song that never ends come from,"the album Lamb Chop 's Sing - Along , Play - Along",10,1,1.0
22116,where did they film every which way but loose,"Albuquerque , Santa Fe and Taos , all in New Mexico",5,1,1.0
22117,where did they film every which way but loose,"California communities of Bakersfield , North Hollywood , San Fernando , Sun Valley , Ukiah , and Van Nuys",6,1,1.0
22118,where did they film every which way but loose,"Colorado , including parts of Denver , Aurora and historic Georgetown",13,1,1.0
22119,who plays the great defender of mighty med,Dwight Howard,4,1,1.0
22120,who signed the 1900 buganda agreement on behalf of the british,Sir Harry Johnston,13,1,1.0
22121,when is the new episodes of wentworth coming out,19 June 2018,16,0,0.0
22122,who sang what we need is a great big melting pot,Blue Mink,14,0,0.0
22123,when does project blue book come out on history channel,"January 8 , 2019",20,1,1.0
22124,who does trevor's voice in gta 5,Steven Ogg,5,0,0.0
22125,what channel is the show saving hope on,CTV,8,1,1.0
22126,where did they film seven years in tibet,Canada,8,1,1.0
22127,where did they film seven years in tibet,Argentina,16,1,1.0
22128,where did they film seven years in tibet,Tibet,9,1,1.0
22129,where did they film seven years in tibet,Nepal,9,1,1.0
22130,where did they film seven years in tibet,Austria,4,1,1.0
22131,ratio of masses of proton and electron is,β,2,1,1.0
22132,ratio of masses of proton and electron is,proton - to - electron mass ratio,2,1,1.0
22133,ratio of masses of proton and electron is,μ,5,1,1.0
22134,who did the white sox play in the 2005 world series,Houston Astros,16,1,1.0
22135,original host of american top 40 music count down,Casey Kasem,15,1,1.0
22136,where is the scandinavian coastal conifer located on a map,along the coast of Norway,5,1,1.0
22137,lysis of a pathogen by mac formation is an example of,membrane attack complex ( MAC ) or terminal complement complex ( TCC ),12,1,1.0
22138,who played mrs. landers on leave it to beaver,Marion Burnside Randall,14,0,0.0
22139,who came up with the idea of football,"Walter Camp , a Yale University and Hopkins School graduate who is considered to be the `` Father of American Football ''",8,0,0.0
22140,how many teams get into the college world series,64 teams,10,1,1.0
22141,when did the movie rudolph the red-nosed reindeer come out,1964,10,1,1.0
22142,who is the current ruler of the netherlands,Willem - Alexander,3,1,1.0
22143,what is oh lord by in this moment about,"lead vocalist , Maria Brink 's struggle in her upbringing and her relationship of what she perceives as God",14,1,1.0
22144,who sings in hercules i can go the distance,Roger Bart,4,1,1.0
22145,who did north carolina vote for in 2016,Republican nominee Donald Trump,6,1,1.0
22146,what form of measurement does the uk use,metric,8,1,1.0
22147,what form of measurement does the uk use,imperial unit,12,1,1.0
22148,who sings i got love on my mind,Natalie Cole,9,1,1.0
22149,where is the u.s. air force academy located,"in Colorado , immediately north of Colorado Springs in El Paso County",9,1,1.0
22150,fish that sings take me to the river,Big Mouth Billy Bass,9,1,1.0
22151,who played the original ridge on bold and the beautiful,Ronald Montague `` Ronn '' Moss,11,0,0.0
22152,who does april marry in parks and rec,Andy,7,1,1.0
22153,when did the 5d mark iv come out,September 2016,7,1,1.0
22154,what is the natural satellite of the earth,the Moon,7,1,1.0
22155,where do the ospreys rugby club come from,Wales,15,1,1.0
22156,hampi tourist place is located in which state,Karnataka,15,1,1.0
22157,a majority of calories in the average american diet come from what macronutrient,carbohydrate,12,1,1.0
22158,what episode is the plane crash grey's anatomy,`` Flight '' is the twenty - fourth and final episode of the eighth season,4,0,0.0
22159,what group is gold in on the periodic table,Group 11,4,0,0.0
22160,who played bernardo in the movie west side story,George Chakiris,5,1,1.0
22161,who does the voice for yoda in the starwars films,Frank Oz,5,1,1.0
22162,eight histones assembled together in a nucleosome is an example of a protein’s,basic unit of DNA packaging,14,1,1.0
22163,lord shiva wrote song for which poet name,Tharumi,9,0,0.0
22164,who won the women's doubles in miami,CoCo Vandeweghe,4,0,0.0
22165,who won the women's doubles in miami,Ashleigh Barty,6,0,0.0
22166,when was the 13 14 and 15 amendments passed,1870,6,0,0.0
22167,when was the 13 14 and 15 amendments passed,1865,6,1,1.0
22168,when was the 13 14 and 15 amendments passed,1868,9,0,0.0
22169,where does the katy trail dallas start and end,from the American Airlines Center in Victory Park to Mockingbird Station ( a DART light rail station ) near Southern Methodist University,11,1,1.0
22170,where does the name blink 182 come from,"initially known as Blink until an Irish band of the same name threatened legal action ; in response , the band appended the meaningless number `` - 182 ''",14,1,1.0
22171,what is the most rare myers briggs personality type,INTJ,7,1,1.0
22172,how tall is expedition everest at disney world,199 ⁄ - foot - high ( 60.8 m ),5,1,1.0
22173,who played the doctor in little house on the prairie,Kevin Hagen,6,0,0.0
22174,who wrote the songs for wizard of oz,Harold Arlen,11,0,0.0
22175,who wrote the songs for wizard of oz,Edgar `` Yip '' Harburg,5,0,0.0
22176,when did the new season of suits start,"July 18 , 2018",18,1,1.0
22177,how many subaru dealerships are in the united states,more than 600,13,0,0.0
22178,where is synovial fluid found in the body,in the cavities of synovial joints,4,1,1.0
22179,organisms that are tolerant to high levels of salt high temperatures or high pressures are called,extremophile,14,0,0.0
22180,which glands secrete the oily substance that lubricates the skin,Sebaceous glands,3,1,1.0
22181,when did muslim armies invade syria and iraq,in 634,8,1,1.0
22182,who created the first solid body electric guitar,the Rickenbacker company,6,1,1.0
22183,when did the first iditarod race take place,1973,18,1,1.0
22184,who is the mathematician who first use brackets to indicate grouping,Christopher Clavius,5,0,0.0
22185,what do they put in vanilla ice cream,vanilla,8,1,1.0
22186,what do they put in vanilla ice cream,cream,3,1,1.0
22187,what do they put in vanilla ice cream,sugar,17,1,1.0
22188,what does the saying curiosity killed the cat mean,warn of the dangers of unnecessary investigation or experimentation,9,1,1.0
22189,who is the author of around the world in eighty days,French writer Jules Verne,12,1,1.0
22190,who is the oldest man that ever lived,Jiroemon Kimura,6,1,1.0
22191,who plays annabeth nass on hart of dixie,Kaitlyn Black,4,1,1.0
22192,what is the meaning of bandar in english,`` haven '',11,1,1.0
22193,what is the meaning of bandar in english,`` port '',17,1,1.0
22194,which british territories did the entente coridale cover,French Third Republic,9,1,1.0
22195,which british territories did the entente coridale cover,United Kingdom of Great Britain and Ireland,6,1,1.0
22196,who did the packers lose to in the 2016 playoffs,Atlanta Falcons,14,1,1.0
22197,what is atticus profession in to kill a mockingbird,a lawyer,4,1,1.0
22198,what is the purpose of a shunt in the brain,"to treat hydrocephalus , the swelling of the brain due to excess buildup of cerebrospinal fluid ( CSF )",3,1,1.0
22199,who is the female singer on fooled around and fell in love,Kirsten Thien,21,1,1.0
22200,snaketown was a large settlement of which culture,the Hohokam,11,1,1.0
22201,now that's what i call music 67 us release date,"August 3 , 2018",7,1,1.0
22202,the transformation of culture over time is the definition for,Culture change,4,0,0.0
22203,what is the close up program in washington dc,"a nonprofit , nonpartisan civic education organization",13,1,1.0
22204,where does prison break season 5 take place,"Ogygia Prison in Sana'a , Yemen",9,1,1.0
22205,the maximum window size in tcp's sliding window scheme is,2 = 64 kilobytes,5,1,1.0
22206,when did the first episode of sesame street air,"November 10 , 1969",5,1,1.0
22207,where in the oceans are siliceous oozes typically found,deep ocean floor,18,1,1.0
22208,who ate the apple from the forbidden tree first,the woman,4,0,0.0
22209,who plays the dad in malcolm in the middle,Bryan Lee Cranston,8,0,0.0
22210,when did drug testing start in the olympics,1967,9,0,0.0
22211,what is nota in indian election in hindi,None of the Above,3,1,1.0
22212,the country with the largest population in sub-saharan africa,Nigeria,9,1,1.0
22213,gallipoli is a peninsula located in which country,Turkey,14,1,1.0
22214,when did ben rectors new album come out,June 2018,6,1,1.0
22215,name of ship in pirates of the caribbean,Black Pearl,7,1,1.0
22216,who has to ask the queen's permission to marry,the first six people in the line of succession,7,0,0.0
22217,when does the next season of fairy tale come out,2018,9,0,0.0
22218,when are hominids now thought to have differentiated from the ancestors shared with the african apes,roughly 14 million years ago,19,1,1.0
22219,when did the first public kindergarten open in the united states,1873,11,0,0.0
22220,who is the managing director of access bank,Herbert Onyewumbu Wigwe,4,0,0.0
22221,who has been prime minister the most times,William Ewart Gladstone,14,0,0.0
22222,a test for cranial nerve vi would be,asymmetry,5,1,1.0
22223,when does the men's basketball acc tournament start,March 6,5,0,0.0
22224,where does iron come from in the us,northern Minnesota 's Mesabi Range,16,0,0.0
22225,where does iron come from in the us,Michigan,9,0,0.0
22226,where does iron come from in the us,Minnesota,7,0,0.0
22227,where does iron come from in the us,Utah,12,0,0.0
22228,what does it mean to red tag a house,structure has been severely damaged to the degree that the structure is too dangerous to inhabit,11,0,0.0
22229,what year did the movie sandlot take place,1962,22,1,1.0
22230,where would you find the ocean of storms,the western edge of the near side of the Moon,11,0,0.0
22231,who was president when the uss pueblo was captured by north korea,Lyndon B. Johnson,6,1,1.0
22232,who has the most shutouts in mlb history,Walter Johnson,5,1,1.0
22233,where does the arkansas river flow into the mississippi,"Napoleon , Arkansas",3,1,1.0
22234,california high speed rail phase 1 completion date,2033,13,1,1.0
22235,when is the second round draw of the carabao cup,10 August 2017,6,1,1.0
22236,where does pancreatic juice enters the digestive tract,duodenum,9,1,1.0
22237,who brought the first lemon seeds to america,Christopher Columbus,5,1,1.0
22238,where was i'm in love with a church girl filmed,"San Jose , California",5,1,1.0
22239,what is the general name of the implement used to strike the ball in golf,club,10,1,1.0
22240,when does michael and holly get back together,In the episode `` PDA '',19,1,1.0
22241,what book of the bible is josiah in,2 Kings,5,1,1.0
22242,what book of the bible is josiah in,2 Chronicles,12,1,1.0
22243,qualification of the members of the supreme court in the philippines,"must be a person of proven competence , integrity , probity , and independence",7,1,1.0
22244,qualification of the members of the supreme court in the philippines,natural - born citizenship,5,1,1.0
22245,qualification of the members of the supreme court in the philippines,at least 40 years old,5,1,1.0
22246,qualification of the members of the supreme court in the philippines,must have been for fifteen years or more a judge of a lower court or engaged in the practice of law in the Philippines,11,1,1.0
22247,where is niagara falls located in the usa,state of New York,5,1,1.0
22248,where is the book of psalms in the bible,Old Testament,3,1,1.0
22249,who established a safe haven for religious freedom in what is now pennsylvania,William Penn,17,0,0.0
22250,how many episodes are there of the white princess,eight,9,1,1.0
22251,where does america's got talent take place 2017,Dolby Theatre in Los Angeles,18,0,0.0
22252,when did the concept of daylight savings time start,"April 30 , 1916",6,1,1.0
22253,who wrote in the ghetto by elvis presley,Mac Davis,6,1,1.0
22254,who sings the what's new scooby doo song,Canadian band Simple Plan,11,0,0.0
22255,what does the name christian mean in greek,"Χριστιανός ( Christianos ) , meaning `` follower of Christ ''",5,0,0.0
22256,what is the freezing point of carbon dioxide,− 78.5 ° C ( − 109.3 ° F ; 194.7 K ),7,1,1.0
22257,where was the first abercrombie and fitch store,314 Broadway,16,0,0.0
22258,what are the islands in long beach ca,The THUMS Islands or Astronaut Islands,4,0,0.0
22259,who played mr cheeseman in dad's army,John Talfryn Thomas,3,1,1.0
22260,who came up with the bid rent theory,David Ricardo,7,1,1.0
22261,what are the world heritage sites in sri lanka,the Central Highlands of Sri Lanka ( 2010 ),5,1,1.0
22262,what are the world heritage sites in sri lanka,the ancient city of Polonnaruwa ( 1982 ),6,1,1.0
22263,what are the world heritage sites in sri lanka,the ancient city of Sigiriya ( 1982 ),3,1,1.0
22264,what are the world heritage sites in sri lanka,the Golden Temple of Dambulla ( 1991 ),7,1,1.0
22265,what are the world heritage sites in sri lanka,the old town of Galle and its fortifications ( 1988 ),7,1,1.0
22266,what are the world heritage sites in sri lanka,the sacred city of Anuradhapura ( 1982 ),13,1,1.0
22267,what are the world heritage sites in sri lanka,the sacred city of Kandy ( 1988 ),6,1,1.0
22268,what are the world heritage sites in sri lanka,Sinharaja Forest Reserve ( 1988 ),3,1,1.0
22269,who is playing at half time for super bowl 2018,Justin Timberlake,10,1,1.0
22270,what is the generation between x and millennial,Xennials,10,1,1.0
22271,where are los angeles chargers playing home games,StubHub Center,13,1,1.0
22272,what area of london is alexandra palace in,"between Muswell Hill and Wood Green , in the north of the city",13,1,1.0
22273,who plays ser dontos in game of thrones,Way,8,1,1.0
22274,other methods of layering aside from air layering,ground layering,4,1,1.0
22275,where did the story the epic of gilgamesh originate,ancient Mesopotamia,7,1,1.0
22276,when was an audience with billy connelly filmed,1985,6,1,1.0
22277,who launched australia's first national daily newspaper,Daily Commercial News ( now Lloyd 's List Australia ),6,0,0.0
22278,who starred in barefoot in the park on broadway,Elizabeth Ashley,12,1,1.0
22279,who starred in barefoot in the park on broadway,Robert Redford,3,1,1.0
22280,who was the song you're so vain based on,Warren Beatty,4,1,1.0
22281,who was the song you're so vain based on,the song refers to three men,6,1,1.0
22282,what is the name of the black hole in the milky way,Sagittarius A,8,1,1.0
22283,what does the golden ball mean in the world cup,the best player,6,0,0.0
22284,what nfl team did sony michele go to,the New England Patriots,15,1,1.0
22285,how can a senator be removed from office in the philippines,Impeachment followed by conviction,10,0,0.0
22286,who is the movie sandy wexler based on,"Sandler 's real - life manager , Sandy Wernick",12,1,1.0
22287,what type of coaxial fitting is commonly used for cable tv,F connector,9,1,1.0
22288,who played the mayor in the dark knight,Néstor Gastón Carbonell,5,0,0.0
22289,when was the european research laboratory (columbus) launched,"February 7 , 2008",12,1,1.0
22290,who plays rice on orange is the new black,Julie Lake,12,0,0.0
22291,which city is located on the bank of gomti river,Jaunpur,7,1,1.0
22292,most 400+ runs in odi by a team,481,5,0,0.0
22293,who plays the big guy in game of thrones,Hafþór Júlíus `` Thor '' Björnsson,7,0,0.0
22294,where does the last name polanco originate from,"municipality of Polanco , Cantabria in Spain",13,0,0.0
22295,who sings you spin me right round lyrics,Dead or Alive,13,1,1.0
22296,the chemiosmotic theory for energy conservation in mitochondria and chloroplasts was proposed by,Peter Mitchell,8,1,1.0
22297,who sang on the street where you live in my fair lady,the character Freddy Eynsford - Hill,9,0,0.0
22298,who wrote the lyrics to like a virgin,Billy Steinberg,3,1,1.0
22299,who wrote the lyrics to like a virgin,Tom Kelly,5,1,1.0
22300,at what inn did the pilgrims meet canterbury tabard southwark,The Tabard,3,1,1.0
22301,who sings it takes two to make a thing go right,DJ E-Z Rock,12,0,0.0
22302,who sings it takes two to make a thing go right,Rob Base,14,0,0.0
