,question,answer,query_duration,answer_present,average_precision
4514,how many ships does the united states navy have,461,22,1,0.3333333333333333
4515,who won the very first america's got talent,Bianca Ryan,10,1,0.325
4516,when did they stop making the jeep patriot,December 2016,17,1,1.0
4517,the chemical produced and secreted by the lining of the stomach is,Gastric acid,8,1,0.7342592592592592
4518,when was the last time mt fuji erupted,1707 -- 1708,11,1,1.0
4519,where do small shrimps hide to avoid predation,sediment,44,1,0.39285714285714285
4520,when did the ring became a symbol of marriage,"6,000 years ago ,",9,1,1.0
4521,who sang the last train to san fernando,John Franklin ' Johnny ' Duncan,14,0,0.0
4522,who does marya marry in war and peace,Nikolai Rostov,10,1,0.75
4523,what is the name of the uva mascot,a mounted swordsman,5,0,0.0
4524,who came up with dominant and recessive traits,Gregor Johann Mendel,21,1,0.41666666666666663
4525,when did my beautiful dark twisted fantasy come out,"November 22 , 2010",21,1,1.0
4526,who is the catcher for the st louis cardinals,Yadier Benjamin Molina,8,0,0.0
4527,water droplets that condense from the air onto cool surfaces are called,Condensation,11,1,0.8412257495590829
4528,who sang woman with you i'm born again,Billy Preston and Syreeta,9,1,0.3333333333333333
4529,who was the statue of zeus built for,"the Eleans , custodians of the Olympic Games",9,1,1.0
4530,who is responsible for appointing the administrator of the u.s. environmental protection agency,the President of the United States,25,1,1.0
4531,where does the last name chance come from,Middle English,10,1,0.5
4532,where does the last name chance come from,Old French,10,1,0.5
4533,who controls the amount of money in circulation,"central banks such as the United States Federal Reserve System , the European Central Bank ( ECB ) , and the People 's Bank of China",16,1,0.125
4534,who plays red from orange is the new black,Katherine Kiernan Maria Mulgrew,35,0,0.0
4535,how do you become an snl cast member,"recruited from improvisational comedy groups such as The Groundlings ( Ferrell , Hartman , Lovitz , Wiig ) and The Second City ( Aykroyd , Farley , Fey , Tim Meadows ) , or established stand - up comedians ( Carvey , Sandler , Rock , Norm Macdonald ) , who already possess the training or experience necessary for SNL",30,0,0.0
4536,who does the voice of belle in beauty and the beast,Donna Paige Helmintoller,25,0,0.0
4537,where did the name coon cheese come from,named after its American creator,15,1,1.0
4538,who played gwen in weekend at bernie's,Catherine Mary Stewart,11,1,1.0
4539,she played spike lee's girlfriend in do the right thing,Rosie Perez,21,1,1.0
4540,where does the last name chambers come from,English origin,15,0,0.0
4541,where are temporary internet files stored windows 7,a folder,14,1,0.6111111111111112
4542,what type of music is flight of the bumblebee,orchestral interlude,9,1,0.8666666666666667
4543,when did the building of the great wall of china begin,"when fortifications built by various states during the Spring and Autumn ( 771 -- 476 BC ) and Warring States periods ( 475 -- 221 BC ) were connected by the first emperor of China , Qin Shi Huang , to protect his newly founded Qin dynasty ( 221 -- 206 BC ) against incursions by nomads from Inner Asia",21,1,0.5
4544,when did the battle of the alamo start,"February 23 -- March 6 , 1836",7,1,1.0
4545,when does the good fight season 2 start,"March 4 , 2018",17,1,1.0
4546,who wrote the song try and catch the wind,British singer - songwriter Donovan,11,1,1.0
4547,who is credited with developing the concept of a 'megalopolis',Jean Gottmann,7,1,1.0
4548,who is credited with developing the concept of a 'megalopolis',Patrick Geddes,7,1,1.0
4549,who is credited with developing the concept of a 'megalopolis',Oswald Spengler,11,1,1.0
4550,who is credited with developing the concept of a 'megalopolis',Lewis Mumford,10,1,1.0
4551,who sings i got the magic in me,Rivers Cuomo,15,0,0.0
4552,who sings i got the magic in me,B.o.B,18,0,0.0
4553,the first person to use the word geography was,Eratosthenes,16,1,1.0
4554,who sang it feels like the first time,Foreigner,22,1,0.5909090909090909
4555,in 1938 germany took control of austria in what was known as the,Anschluss,21,1,0.9535634118967452
4556,who did the patriots play in the super bowl 2004,Carolina Panthers,30,1,0.7284941249226964
4557,who sang the original song if you don't know me by now,the Philly soul musical group Harold Melvin & the Blue Notes,22,1,0.3333333333333333
4558,when was the last ice age and what caused it,"reduction in the temperature of Earth 's surface and atmosphere , resulting in the presence or expansion of continental and polar ice sheets and alpine glaciers",26,1,1.0
4559,when was the last ice age and what caused it,2.6 million years ago at the start of the Pleistocene epoch,10,1,1.0
4560,what lauryn hill song is in drake's new song,Ex-Factor,17,1,1.0
4561,what is the name of the google siri,Google 's Assistant,8,1,1.0
4562,where do you find catalase in the body,"in every organ , with particularly high concentrations occurring in the liver in mammals",10,1,1.0
4563,what type of music does justin bieber sing,"mainly pop , while he also incorporates elements of R&B",7,1,1.0
4564,when will archer season 8 be released on netflix,"April 5 , 2017",9,1,1.0
4565,when do we consider a person a martyr,imprisoned or killed for espousing a political cause,10,1,0.5
4566,who was on the central powers side in ww1,Bulgaria,8,1,1.0
4567,who was on the central powers side in ww1,Germany,8,1,0.7095238095238094
4568,who was on the central powers side in ww1,Austria - Hungary,8,1,1.0
4569,who was on the central powers side in ww1,Ottoman Empire,13,1,1.0
4570,function of department of social welfare and development in the philippines,to promote social development,8,1,1.0
4571,function of department of social welfare and development in the philippines,the protection of the social welfare of rights of Filipinos,11,1,1.0
4572,what does the scale of a map show,the ratio of a distance on the map to the corresponding distance on the ground,8,1,1.0
4573,who were the backup singers for elvis presley,The Jordanaires,10,1,0.5909090909090909
4574,who wrote you are so beautiful to me lyrics,Bruce Fisher,16,1,1.0
4575,who wrote you are so beautiful to me lyrics,Billy Preston,20,1,1.0
4576,what jewish holidays do you light yahrzeit candles,Holocaust Remembrance Day ceremony ( Yom HaShoah ),9,1,1.0
4577,what jewish holidays do you light yahrzeit candles,Yom Kippur,9,1,0.9028571428571429
4578,what is the equivalent distance in nautical miles of one knot,"the knot , defined as one nautical mile per hour",10,1,1.0
4579,whose season of the bachelor was arie on,the twenty - second season,6,1,0.3666666666666667
4580,who is the falun gong confronting by hacking into chinese tv station broadcasts,Communist Party,15,1,0.7333333333333333
4581,who appoints the governer of nepal rastra bank,the Government of Nepal,32,1,0.7639455782312925
4582,who is the most successful singing duo of all time,Hall and Oates,38,0,0.0
4583,when will season 3 of daredevil be released,2018,16,1,0.6726551226551226
4584,where does amazing world of gumball take place,the fictional city of Elmore,21,1,1.0
4585,who said psychology is the science of mental life,William James,22,1,0.8055555555555555
4586,little house on the prairie mr edwards wife,Grace Snider,15,1,0.4666666666666666
4587,what is the full form of gdp in economics,Gross domestic product,22,1,0.6079365079365079
4588,what was the first movie release to use sensurround,1974,15,1,0.7
4589,when was the first donkey kong game released,1981,14,1,0.8111111111111111
4590,who discovered the occurrence of oil in assa,Italian Engineers,8,0,0.0
4591,who started the first 100 days of presidency,Franklin D. Roosevelt,11,1,0.875
4592,where is area code 508 located in the us,south - central and most of southeastern Massachusetts,8,1,1.0
4593,who's performing the halftime show at super bowl 52,Justin Timberlake,9,1,0.625
4594,the large number and diversity of organisms on earth is known as,Biodiversity,10,1,0.7678571428571428
4595,who played tony montana's mother in scarface,Míriam Colón,8,1,0.14285714285714285
4596,which united states president outlined four freedoms in a state of the union address,Franklin D. Roosevelt,15,1,0.8666666666666667
4597,where is the larsen c ice shelf located,"in the northwest part of the Weddell Sea , extending along the east coast of the Antarctic Peninsula from Cape Longing to the area just southward of Hearst Island",8,1,1.0
4598,hydroponics is a technique in which plants are grown in,mineral nutrient solutions in a water solvent,13,1,1.0
4599,who won the most mvp awards in nba history,Kareem Abdul - Jabbar,21,1,0.9666666666666667
4600,where did the term third wheel come from,inspired by fifth wheel,24,1,1.0
4601,what is the bitrate of google play music,up to 320 kbps quality,9,1,1.0
4602,who has scored the most goals in football world cup,Germany 's Miroslav Klose,13,1,0.1
4603,when did the canon rebel t3i come out,7 February 2011,15,1,0.6428571428571428
4604,what album is somebody told me by the killers on,Hot Fuss,17,1,1.0
4605,when was the linq hotel built in las vegas,1959,9,1,0.835
4606,when do they stop selling beer in oregon,2 : 30 a.m.,17,1,0.5
4607,who sang the song i don't care anymore,English drummer Phil Collins,31,1,0.5
4608,who played the youngest daughter on the brady bunch,Susan Marie Olsen,18,1,0.14285714285714285
4609,who has responsibility for preparing corporate annual reports,The Directors,12,1,0.6111111111111112
4610,who's the starting quarterback for the vikings,Sam Bradford,16,1,0.8666666666666667
4611,where are the visceral and parietal pericardium located,serous pericardium,11,1,1.0
4612,who is the presiding officer of lok sabha,"The current speaker is Sumitra Mahajan of the Bharatiya Janata Party , who is presiding over the 16th Lok Sabha .",8,1,0.5
4613,when did wells fargo buy first interstate bank,"April 1 , 1996",9,1,0.3333333333333333
4614,what is also known as the pacemaker of the heart,pacemaker cells,15,1,0.7370370370370369
4615,where does the term drinking the kool aid come from,from the November 1978 Jonestown deaths,26,1,1.0
4616,when was the first roller coaster built in the world,"July 8 , 1817",20,1,1.0
4617,where is the rainbow room in new york city,"on the 65th floor of 30 Rockefeller Plaza in Rockefeller Center , Midtown Manhattan , New York City",25,1,1.0
4618,when was the last time the bulls were in the finals,2011,16,1,0.7159090909090908
4619,at canterbury cathedral the shrine of is today marked by a single,lighted candle,8,1,0.3333333333333333
4620,who plays emse in series of unfortunate events,Lucy Punch,25,1,0.5
4621,where did they film the coliseum in the gladiator movie,Malta,25,1,0.625
4622,when does the atf agent die in sons of anarchy,In the finale of Season 3,11,0,0.0
4623,where is the promoter located in a gene,"near the transcription start sites of genes , on the same strand and upstream on the DNA",9,1,1.0
4624,how long is a human generation in years,from 22 to 32 years,20,0,0.0
4625,who presented last seperate rail budget of india,Suresh Prabhu,17,1,0.8303571428571428
4626,who played the twin brothers in harry potter,Oliver Martyn John Phelps,15,0,0.0
4627,who played the twin brothers in harry potter,James Andrew Eric Phelps,16,0,0.0
4628,who plays at the bank of america stadium,Carolina Panthers,11,1,1.0
4629,who r the knights of the round table,"King Arthur 's famed table in the Arthurian legend , around which he and his Knights congregate",7,1,0.5
4630,when was the eiffel tower built what year,1887 -- 89,12,1,1.0
4631,what is the movie 3 days to kill,a 2014 French - American crime - thriller film directed by McG and written by Luc Besson and Adi Hasak,15,1,1.0
4632,when did the first travel information agency open,in the second half of the 19th century with its root in 1758 as establishment of Cox & Kings Ltd,25,1,1.0
4633,who sang ol man river in showboat 1951,Warfield,8,1,0.8766666666666666
4634,where did the last name reynolds come from,"the early 14th century ; Walter Reynolds of Worcester , England",11,1,0.3333333333333333
4635,where did the last name reynolds come from,Irish,19,1,1.0
4636,where did the last name reynolds come from,English,27,1,1.0
4637,when did it switch from bc to ad,immediately follows the year 1 BC,22,0,0.0
4638,deviance is any behavior belief or condition that,"that violates social norms , including a formally enacted rule ( e.g. , crime ) , as well as informal violations of social norms ( e.g. , rejecting folkways and mores )",14,1,1.0
4639,when does the williamsport little league world series start,August,40,1,1.0
4640,when did the hudson's bay company start,1670,10,1,1.0
4641,where does the river rhine start and finish,empties into the North Sea in the Netherlands,17,1,1.0
4642,where does the river rhine start and finish,begins in the Swiss canton of Graubünden in the southeastern Swiss Alps,14,1,1.0
4643,where is data stored in a relational database,relations,24,1,0.8634920634920635
4644,who plays chekov in the new star trek,Anton Viktorovich Yelchin,23,0,0.0
4645,why south african legal system is classified as mixed legal system,"formed by the interweaving of a number of distinct legal traditions : a civil law system inherited from the Dutch , a common law system inherited from the British , and a customary law system inherited from indigenous Africans ( often termed African Customary Law , of which there are many variations depending on the tribal origin )",25,0,0.0
4646,who won the mayor race in st petersburg florida,Incumbent Rick Kriseman,10,1,0.5
4647,who sings i've done everything for you,Australian singer Rick Springfield,12,1,1.0
4648,who sings i've done everything for you,American rock musician Sammy Hagar,16,1,1.0
4649,who signed the declaration of independence from maryland,Charles Carroll,18,1,0.8333333333333333
4650,where does the cape fear river start and end,the Atlantic approximately 3 miles ( 5 km ) west of Cape Fear,15,1,1.0
4651,where does the cape fear river start and end,"Haywood , near the county line between Lee and Chatham counties , by the confluence of the Deep and Haw rivers just below Jordan Lake",22,1,1.0
4652,who wrote if heaven wasn't so far away lyrics,Dallas Davidson,14,1,1.0
4653,how long was def comedy jam on the air,"July 1 , 1992 to January 1 , 1997",15,1,1.0
4654,how many islands are there in hundred islands,124 at low tide and 123 at high tide,11,1,1.0
4655,how many different types of tuna are there,fifteen,11,1,1.0
4656,when did bounce out with that come out,"January 23 , 2018",13,0,0.0
4657,the direct election of senators was established by,Seventeenth Amendment,15,1,0.15555555555555556
4658,when was the last time the pro bowl was played in hawaii,2016,22,1,0.612073112073112
4659,where does the heat come from when broiling,The heat source is almost always beneath the cooking surface,14,0,0.0
4660,dancing girl statue discovered in mahenjodaro is made of,bronze,13,1,1.0
4661,how many laps around the track is 5000 m,12.5,12,1,0.8333333333333333
4662,naturalistic encaustic portraits of the roman era from the fayum oasis in egypt were created as,Fayum mummy portraits,15,1,0.8305555555555554
4663,where was the on to ottawa trek stopped,Ottawa,9,1,1.0
4664,who played beth on mary tyler moore show,Lisa Gerritsen,11,0,0.0
4665,which term means that an operating system can execute various processes simultaneously,Multitasking,34,1,0.8611111111111112
4666,when was the last time the detroit pistons won a championship,2004,11,1,0.8085457752124419
4667,who sang the original you were always on my mind,Gwen McCrae,19,1,1.0
4668,what kind of fish do they eat in iceland,shrimp,11,1,0.5682539682539682
4669,what kind of fish do they eat in iceland,haddock,11,1,0.6428571428571428
4670,what kind of fish do they eat in iceland,plaice,14,1,1.0
4671,what kind of fish do they eat in iceland,halibut,20,1,0.75
4672,what kind of fish do they eat in iceland,herring,16,1,0.7662698412698413
4673,who is running for ag in new york,Keith Wofford,16,0,0.0
4674,who is running for ag in new york,Leecia Eve,9,0,0.0
4675,who is running for ag in new york,Letitia James,12,0,0.0
4676,who is running for ag in new york,Sean Patrick Maloney,19,1,0.14285714285714285
4677,who is running for ag in new york,Zephyr Teachout,15,0,0.0
4678,what are the qualifications to become miss universe,"pageants in your local subdivisions , whose winners compete in a national pageant",8,1,1.0
4679,where is the largest bass pro shop store,"inside the Memphis Pyramid , a former sports arena and concert venue in Memphis , Tennessee",11,1,1.0
4680,who played belle in once upon a time,Emilie de Ravin,15,1,0.6833333333333333
4681,when was the poinsettia brought to the us,1825,6,1,1.0
4682,who played mr kidd in diamonds are forever,bespectacled jazz musician Putter Smith,8,1,1.0
4683,who decides pay and allowances of ministers in the state,Independent Parliamentary Standards Authority,11,0,0.0
4684,who invented the meaning of the middle finger,Ancient Greece,13,1,0.41666666666666663
4685,who's the actor that plays the night king,Richard Colin Brake,9,0,0.0
4686,who was the first character on sesame street,Big Bird,13,1,0.8972222222222221
4687,where did the english word god come from,"the Old English god ( guþ , gudis in Gothic , guð in Old Norse , god in Frisian and Dutch , and Gott in modern German ) , which is derived from Proto - Germanic * ǥuđán",15,1,1.0
4688,how many countries are there in the continent of africa,54,32,1,0.6845238095238095
4689,who sang i miss you like the deserts miss the rain,British band Everything but the Girl,21,1,1.0
4690,where do the illinois and mississippi rivers meet,"near Grafton , approximately 25 miles ( 40 km ) northwest of downtown St. Louis and about 20 miles upstream from the confluence of the Missouri River and the Mississippi",16,1,1.0
4691,who has played hope on bold and beautiful,Annika Noelle,16,1,0.1
4692,who has played hope on bold and beautiful,Rachel and Amanda Pace,11,1,0.1
4693,who has played hope on bold and beautiful,Kim Matula,9,1,0.35
4694,when did us beat england in world cup,on 29 June 1950,16,1,0.3333333333333333
4695,who sang that what friends are for in jungle book,a quartet of `` mop top '' vultures who are making friends with Mowgli,17,1,0.2
4696,how long did it take the titanic to sink after hitting the iceberg,two hours and forty minutes later,11,1,1.0
4697,who boarded the white car on a train leading to the separate but equal doctrine,Homer Plessy,22,1,0.8333333333333333
4698,what is the monthly average temperature in antarctica,inland they average about - 55 ° C,16,1,1.0
4699,what is the monthly average temperature in antarctica,around - 10 ° c,17,1,1.0
4700,where does the word achilles heel come from,Greek mythology,11,1,1.0
4701,when did south africa became a member of the commonwealth,1931,11,1,0.7579365079365079
4702,when was the maple leaf first adopted as a symbol in canada,1868,10,1,0.5194805194805194
4703,when do the clocks go forward in the united kingdom,01 : 00 GMT on the last Sunday of March,11,0,0.0
4704,colours seen in soap bubbles are due to,interference of light reflecting off the front and back surfaces of the thin soap film,11,1,1.0
4705,when was gatorade first sold to the public,1969,10,1,1.0
4706,when does the knight's tale take place,14th - century,9,1,0.2
4707,who conducts the election of vidhan sabha in the state,an electorate consisting of all citizens above the age of 18,10,1,1.0
4708,who sings im gonna love you through it,American country music artist Martina McBride,21,1,0.5
4709,what stimulates the corpus luteum to produce progesterone,Pregnenolone,7,1,1.0
4710,when was the national incident management system established,March 2004,29,1,1.0
4711,when did drew brees start playing in the nfl,2001,23,1,0.511940836940837
4712,where is the headquarter of the small industries development bank of india,at Lucknow,24,1,0.8333333333333333
4713,who wrote the book the shape of water,Guillermo del,16,1,1.0
4714,who wrote the book the shape of water,Guillermo del Toro,9,1,1.0
4715,what is an example of a dying metaphor,`` to kick the bucket '',21,1,0.2
4716,who is the founder of facebook social network,Mark Zuckerberg,18,1,0.932426948051948
4717,who played hillary on the fresh prince of bel-air,Karyn Parsons -- Rockwell,17,0,0.0
4718,when did the first zoo open in the world,ca . 3500 BCE,11,1,1.0
4719,the lowest point a stream will erode is known as,Downcutting,13,1,0.325
4720,how far is the peachtree road race in atlanta,10 - kilometer,9,1,1.0
4721,when is the closing ceremonies for the winter olympics 2018,25 February 2018 at 20 : 00 KST ( UTC + 9 ),9,1,1.0
4722,who wrote the famous book the discovery to india,Jawaharlal Nehru,34,1,1.0
4723,where did the last name robinson come from,England,11,1,0.5444444444444444
4724,most hits by a player in a single mlb game,nine,10,1,0.5194805194805194
4725,what was the number one song of 1975,`` Love Will Keep Us Together '' by Captain & Tennille,25,1,1.0
4726,who plays veronica on have and have nots,Angela Robinson,24,1,0.6666666666666666
4727,what type of school is appalachian state university,"a comprehensive ( Master 's L ) , public , coeducational university",19,1,1.0
4728,find out the names of any two plants which show movement,the white mulberry tree,26,1,1.0
4729,find out the names of any two plants which show movement,the Venus flytrap,18,1,0.6984126984126983
4730,what kind of charge does an object that has an excess of electrons have,negative,15,1,0.7688492063492063
4731,who was the last colonial leader of nigeria before she gained her independence,Jaja Wachuku,30,1,0.3333333333333333
4732,how many universities do we have in kenya,13 universities with Letter of Interim Authority ( LIA ),26,1,0.14285714285714285
4733,how many universities do we have in kenya,22 public universities,13,1,0.14285714285714285
4734,how many universities do we have in kenya,14 chartered private universities,38,1,0.14285714285714285
4735,the point at which a planet is the greatest distance away from the sun,aphelion,20,1,0.8541666666666666
4736,where was the french and indian war mainly fought,"along the frontiers between New France and the British colonies , from Virginia in the south to Newfoundland in the north",22,1,1.0
4737,the altair is considered the first successful personal computer. who developed it,1974,21,1,0.8486111111111111
4738,how tall is the ferris wheel in london england,135 metres ( 443 ft ) tall,21,1,0.3333333333333333
4739,rubisco can use ____ or co2 as a substrate,"ribulose - 1 , 5 - bisphosphate",14,1,0.7916666666666666
4740,who won the battle of the bay of pigs,Cuban Revolutionary Armed Forces,8,1,0.5
4741,who won the intercontinental championship on monday night raw,The Miz,15,1,0.49682539682539684
4742,who discovered insulin which can be used for medical saver,Frederick Sanger,11,1,0.5074074074074074
4743,who represents el paso in the house of representatives,Beto O'Rourke,7,1,0.7666666666666666
4744,who played the mohawk guy in road warrior,Vernon George Wells,13,0,0.0
4745,who was nominated for president by the northern democrats in the election of 1860,Senator Stephen A. Douglas of Illinois,18,1,0.7916666666666666
4746,who played shawn hunter in boy meets world,Rider King Strong,27,0,0.0
4747,when was the last person to be executed in california,"January 17 , 2006",17,0,0.0
4748,malcolm in the middle what's their last name,Wilkerson,12,1,1.0
4749,who plays wo fat on original hawaii 5-0,Khigh Dhiegh ( born Kenneth Dickerson ),14,1,1.0
4750,who sings i cant fight this feeling anymore,American rock band REO Speedwagon,8,1,0.25
4751,where was when the lights went out filmed,2012,21,1,0.6
4752,what age can my daughter join girl scouts,5 -- 7,21,1,0.3333333333333333
4753,who is the girl in i feel it coming video,"`` Stargirl '' , portrayed by Kiko Mizuhara",9,1,1.0
4754,when did the story to kill a mockingbird take place,"1936 ,",16,1,0.6428571428571428
4755,in 1938 westinghouse created elektro. what was elektro,a robot,9,1,0.6666666666666666
4756,what is the predominant religion in the ukraine,Orthodoxy,9,1,0.8333333333333333
4757,what physical feature forms the eastern boundary of europe,the Ural Mountains,19,1,0.9666666666666667
4758,what's the name of the fish market in seattle,The Pike Place Fish Market,7,1,1.0
4759,where does camembert cheese come from in france,"Camembert , Normandy , in northern France",14,1,1.0
4760,who is the doctor from once upon a time,Victor Frankenstein,17,1,1.0
4761,when did american beauty/american psycho come out,"January 16 , 2015",25,1,1.0
4762,who does regina end up with on once upon a time,Robin,31,1,0.511940836940837
4763,who was responsible for bombing the spanish town of guernica,Francisco Franco 's nationalist government,21,1,1.0
4764,where did keeping up with the jones come from,Arthur R. `` Pop '' Momand in 1913,22,1,1.0
4765,what is the main purpose of the pentagon,The Pentagon is the headquarters of the United States Department of Defense,6,1,1.0
4766,who plays the bear in dr. dolittle 2,Lisa Kudrow,10,1,1.0
4767,which part of rigveda gives an account of the origin of the universe,"The Nasadiya Sukta ( after the incipit ná ásat , or `` not the non-existent '' ) , also known as the Hymn of Creation",28,1,0.1111111111111111
4768,who sang if you like pina coladas lyrics,British - born American singer Rupert Holmes,17,1,1.0
4769,where does the conversion of angiotensin i to angiotensin ii occur,brain,20,1,0.8441043083900226
4770,where does the conversion of angiotensin i to angiotensin ii occur,lung,12,1,0.7109090909090909
4771,where does the conversion of angiotensin i to angiotensin ii occur,endothelial cells,20,1,1.0
4772,where does the conversion of angiotensin i to angiotensin ii occur,kidney epithelial cells,16,1,1.0
4773,who wrote and sang don't worry be happy,Bobby McFerrin,12,1,1.0
4774,when are new episodes of the grand tour released,weekly,29,1,0.7986111111111112
4775,who was the peasant girl who fought against england with the french troops,Joan of Arc,24,0,0.0
4776,where is super bowl 52 taking place at,"U.S. Bank Stadium in Minneapolis , Minnesota",9,0,0.0
4777,the cosby show sondra and elvin get married,season four,20,1,0.8333333333333333
4778,who played winston churchhill in the darkest hour,Gary Oldman,13,1,1.0
4779,who negotiated the treaties with france providing for french support of the revolutionary war,British,25,1,1.0
4780,what does sarah name mean in the bible,noblewoman,11,1,0.5
4781,what does sarah name mean in the bible,princess,29,1,1.0
4782,which country led the boycott of the olympic games in 1980,the United States,16,1,0.9572979797979798
4783,the great wall of china in north korea,Bakjak Fortress,12,1,0.3333333333333333
4784,who invented the first antivirus software and when was it written,1987,20,1,0.8333333333333333
4785,who invented the first antivirus software and when was it written,Bernd Fix,17,1,1.0
4786,wayne rooney first hat trick for man utd,2006 -- 07,10,1,1.0
4787,president are allowed to issue which kind of orders without the approval of congress,executive order,16,1,0.5666666666666667
4788,who won the us open 2017 golf tournament,Brooks Koepka,17,1,0.5
4789,what county is punta gorda florida located in,Charlotte County,16,1,0.8333333333333333
4790,who came up with the vaccine for polio,Jonas Salk,7,1,0.6592857142857144
4791,we don't need no stinkin badges movie quote,The Treasure of the Sierra Madre,19,1,1.0
4792,when did the first settlers come to america,the 10th or 11th century,11,0,0.0
4793,what type of plants are parsley and carrots,Apiaceae,5,1,0.6805555555555555
4794,where are the white cliffs of dover located why are they white,"The White Cliffs of Dover are cliffs that form part of the English coastline facing the Strait of Dover and France . The cliffs are part of the North Downs formation . The cliff face , which reaches up to 350 feet ( 110 m ) , owes its striking appearance to its composition of chalk accented by streaks of black flint . The cliffs stretch along the coastline for eight miles ( 13 km ) , spreading east and west from the town of Dover in the county of Kent , an ancient and still important English port .",29,1,1.0
4795,who wrote the song gotta travel on,"Paul Clayton , The Weavers , Larry Ehrlich , and Dave Lazer",8,1,1.0
4796,when did england declare war on germany 1939,3 September 1939,21,1,0.7916666666666666
4797,where did england come in the eurovision last night,15th,13,1,0.3666666666666667
4798,who defeated the new york jets on the first televised monday night football game,the Browns,22,1,0.586111111111111
4799,who donates blood to the recipient in an autotransfusion,a person receives their own blood for a transfusion,12,1,1.0
4800,what does it mean by chewing the cud,meditating or pondering,9,1,1.0
4801,what is the weather like in oregon in the winter,chilly with frequent rain,14,1,0.5
4802,what episode of adventure time is lemongrab in,Too Young,13,1,0.5909090909090909
4803,of what are the north american cascade mountains an example,rugged topography,16,1,1.0
4804,when does hodgins end up in a wheelchair,Season 11,10,1,0.58
4805,who plays coco spectra on bold and beautiful,Courtney Grosbeck,12,1,1.0
4806,mobility of the electrons in a material is expressed in units of,cm / ( V s ),19,1,1.0
4807,where was the movie anne of green gables filmed,"Hamilton , Ontario",19,1,1.0
4808,where was the movie anne of green gables filmed,Prince Edward Island,9,1,0.887073112073112
4809,where was the movie anne of green gables filmed,"Stouffville , Ontario",11,1,1.0
4810,where was the movie anne of green gables filmed,Jacksons Point,15,1,1.0
4811,where was the movie anne of green gables filmed,Ontario,15,1,0.5659090909090909
4812,where was the movie anne of green gables filmed,Westfield Heritage Village,10,1,1.0
4813,who led 21 elephants across the brooklyn bridge in 1884,Jumbo,19,1,1.0
4814,the depth sensor of the kinect uses what type of projector,infrared laser projector,13,1,1.0
4815,who played in the finals of the 2014 world cup,Argentina,11,1,0.6954064454064453
4816,who played in the finals of the 2014 world cup,Germany,20,1,0.7548546691403835
4817,who sings honey don't by the beatles,Ringo Starr,7,1,0.5472582972582972
4818,when did the movie the post go into production,"May 30 , 2017",17,1,0.16666666666666666
4819,when was the preamble to the us constitution written,during the last days of the Constitutional Convention,16,1,0.3333333333333333
4820,who sings calvin harris how deep is your love,Ina Wroldsen,20,1,1.0
4821,pioneer species are species that enter the area _,first to colonize previously biodiverse steady - state ecosystems,23,1,1.0
4822,explorer who found a sea route to india around africa,Vasco da Gama,21,1,0.928409090909091
4823,who is telling the story in canterville ghost,Sir Simon,14,1,1.0
4824,who had the most medals in the 2016 olympics,United States,12,1,0.7635281385281385
4825,who played chips girlfriend polly on my three sons,Ronne Troup,15,1,1.0
4826,when was qatar chosen for the world cup,2 December 2010,14,1,1.0
4827,when is new series of criminal minds starting,"September 27 , 2017",13,1,0.3666666666666667
4828,where was the movie the ugly truth filmed,Foresthill Bridge near Auburn,9,1,1.0
4829,where was the movie the ugly truth filmed,Sacramento,10,1,1.0
4830,where was the movie the ugly truth filmed,Los Angeles,8,1,0.8261904761904761
4831,where was the movie the ugly truth filmed,San Pedro,9,1,1.0
4832,where does the term poop deck come from,"from the French word for stern , la poupe , from Latin puppis",12,1,1.0
4833,who bought the old american embassy in london,Qatari Diar,15,1,1.0
4834,the plaque that develops from atherosclerosis is made up of,intimal - smooth - muscle cell,11,1,1.0
4835,the plaque that develops from atherosclerosis is made up of,macrophages,24,1,0.7777777777777778
4836,the plaque that develops from atherosclerosis is made up of,foam cells,23,1,0.6111111111111112
4837,where is the under armour all american game,typically held in early January in the U.S. state of Florida,21,1,1.0
4838,who sets up the independent agencies of the executive branch,Congress,13,1,0.8444444444444443
4839,who wrote the song come a little bit closer,Wes Farrell,10,1,1.0
4840,who wrote the song come a little bit closer,Tommy Boyce,15,1,1.0
4841,who wrote the song come a little bit closer,Bobby Hart,41,1,1.0
4842,where is the placenta attached to the mother,wall of the uterus,10,1,0.6325757575757576
4843,relatively small bodies which generally orbit the sun between mars and jupiter are called,asteroids,14,1,0.8364448051948052
4844,when was make you feel my love written,1997,21,1,0.740909090909091
4845,where does the count of monte cristo live,Paris,17,1,0.8274170274170274
4846,what has tyrion been called on game of thrones,the Halfman,23,1,1.0
4847,what has tyrion been called on game of thrones,the Imp,29,1,0.5492424242424242
4848,who was awarded param vir chakra during un peace keeping mission,Gurbachan Singh Salaria,9,1,0.3333333333333333
4849,how many time have hampshire won the county championship,twice,15,1,1.0
4850,what percentage of the lakshadweep population belongs to the tribal community,More than 93 %,20,1,1.0
4851,who appeared at his party's 1932 nominating convention to give an acceptance speech,Roosevelt,24,1,1.0
4852,where does the dimple in the chin come from,"inherited trait in humans , where the recessive gene causes the cleft chin",11,1,1.0
4853,what are the three pins which may be worn below your name on the ffa jacket,"the highest office , highest award , and highest organizational degree",29,1,1.0
4854,when's the last time notre dame played georgia,2015,26,1,0.9682539682539681
